1020000000000,1030000000000,361586537,1377824,360208713,1020000010103,1029999997991,83c84af08898b4d1,141415527,2467,1022494856596,264570,1020000000011,9,1020000065341,267,1020000010103,1029999997991,12.60
1030000000000,1040000000000,361460065,1373447,360086618,1030000000903,1039999995259,45bf2e8ed15aa3d6,141548904,3121,1030421713708,263619,1030000000037,9,1030000056941,565,1030000000903,1039999995259,12.64
1040000000000,1050000000000,361341971,1370012,359971959,1040000002609,1049999978327,4f57902bed1ab065,141719515,2591,1042135048148,264636,1040000000027,9,1040000035303,357,1040000002609,1049999978327,13.01
1050000000000,1060000000000,361214311,1369805,359844506,1050000000169,1059999996193,ed409283d8f6895c,141929056,2719,1050851591434,264529,1050000000013,9,1050000021713,259,1050000000169,1059999996193,12.78
1060000000000,1070000000000,361096607,1365967,359730640,1060000009339,1069999995881,5a3caf0c5e08d6ba,142075802,2707,1068965884804,264109,1060000000019,9,1060000115423,565,1060000009339,1069999995881,13.02
1070000000000,1080000000000,360963281,1360628,359602653,1070000002483,1079999991457,06986b63fae8bfdd,142234324,2963,1075597732376,263910,1070000000011,9,1070000068091,399,1070000002483,1079999991457,13.04
1080000000000,1090000000000,360853198,1358552,359494646,1080000003491,1089999999377,dadd2360dc7e922d,142418447,2741,1081031346968,262803,1080000000059,9,1080000023833,335,1080000003491,1089999999377,13.02
1090000000000,1100000000000,360725095,1356325,359368770,1090000008313,1099999988671,aff11969bc8b1642,142600284,2971,1093096783942,262599,1090000000051,9,1090000030547,265,1090000008313,1099999988671,12.97
1100000000000,1110000000000,360597938,1352992,359244946,1100000013223,1109999999099,14559172e615e477,142816315,2731,1102383411418,263060,1100000000003,91,1100000028671,265,1100000013223,1109999999099,13.09
1110000000000,1120000000000,360493956,1349328,359144628,1110000001177,1119999991343,3cea421a6f731361,142929855,2609,1111023978572,262660,1110000000023,9,1110000009269,297,1110000001177,1119999991343,13.08
1120000000000,1130000000000,360379523,1347532,359031991,1120000003121,1129999979909,2c71c4ca863f4137,143080242,2749,1124572116028,263275,1120000000003,9,1120000001297,469,1120000003121,1129999979909,12.94
1130000000000,1140000000000,360257533,1344349,358913184,1130000006323,1139999970979,9c5aee4a46c91d5c,143225970,2467,1139514876502,261650,1130000000039,9,1130000018353,405,1130000006323,1139999970979,12.91
